Round,Route,Cost,Trpf,SelfishAgentCount,TrpfAgentCount
503.0,0.0,50.0,-6.0,12.0,0.0
503.0,1.0,58.8,-5.425,1.0,34.0
503.0,2.0,54.099999999999994,-4.571882575834742,0.0,153.0
504.0,0.0,50.0,-6.0,12.0,0.0
504.0,1.0,58.8,-5.025,1.0,28.0
504.0,2.0,54.7,-5.411673151750973,0.0,159.0
505.0,0.0,50.0,-6.0,11.0,0.0
505.0,1.0,58.900000000000006,-4.896111111111111,2.0,59.0
505.0,2.0,51.7,-5.8116731517509725,0.0,128.0
506.0,0.0,50.0,-6.0,10.0,0.0
506.0,1.0,59.0,-4.896111111111111,3.0,89.0
506.0,2.0,48.8,-5.826548672566372,0.0,98.0
507.0,0.0,50.0,-6.0,11.0,0.0
507.0,1.0,58.900000000000006,-5.071111111111111,2.0,109.0
507.0,2.0,46.7,-4.983366854384554,0.0,78.0
508.0,0.0,50.0,-6.0,12.0,0.0
508.0,1.0,58.8,-5.471111111111111,1.0,90.0
508.0,2.0,48.5,-4.137652568670268,0.0,97.0
509.0,0.0,50.0,-6.0,12.0,0.0
509.0,1.0,58.8,-5.8711111111111105,0.0,72.0
509.0,2.0,50.400000000000006,-3.737652568670268,1.0,115.0
510.0,0.0,50.0,-6.0,12.0,0.0
510.0,1.0,58.8,-6.0,0.0,55.0
510.0,2.0,52.099999999999994,-3.5513071871441633,1.0,132.0
511.0,0.0,50.0,-6.0,12.0,0.0
511.0,1.0,58.8,-5.831578947368421,0.0,40.0
511.0,2.0,53.599999999999994,-3.724758514577792,1.0,147.0
512.0,0.0,50.0,-6.0,12.0,0.0
512.0,1.0,58.8,-5.431578947368421,0.0,32.0
512.0,2.0,54.400000000000006,-4.56794033275961,1.0,155.0
513.0,0.0,50.0,-6.0,12.0,0.0
513.0,1.0,58.8,-5.031578947368422,0.0,24.0
513.0,2.0,55.2,-5.413654618473895,1.0,163.0
514.0,0.0,50.0,-6.0,12.0,0.0
514.0,1.0,58.8,-4.906903622693096,0.0,53.0
514.0,2.0,52.3,-5.813654618473896,1.0,134.0
515.0,0.0,50.0,-6.0,11.0,0.0
515.0,1.0,58.900000000000006,-4.906903622693096,1.0,86.0
515.0,2.0,49.10000000000001,-5.827848101265823,1.0,101.0
516.0,0.0,50.0,-6.0,12.0,0.0
516.0,1.0,58.8,-5.0753246753246755,1.0,106.0
516.0,2.0,46.900000000000006,-4.98522515044615,0.0,81.0
517.0,0.0,50.0,-6.0,12.0,0.0
517.0,1.0,58.8,-5.475324675324676,1.0,80.0
517.0,2.0,49.5,-4.154374086616363,0.0,107.0
518.0,0.0,50.0,-6.0,12.0,0.0
518.0,1.0,58.8,-5.875324675324675,1.0,57.0
518.0,2.0,51.8,-3.9737833693167857,0.0,130.0
519.0,0.0,50.0,-6.0,12.0,0.0
519.0,1.0,58.8,-5.818867924528302,1.0,47.0
519.0,2.0,52.8,-3.9737833693167857,0.0,140.0
520.0,0.0,50.0,-6.0,12.0,0.0
520.0,1.0,58.8,-5.418867924528302,1.0,34.0
520.0,2.0,54.099999999999994,-4.1459352680509625,0.0,153.0
521.0,0.0,50.0,-6.0,12.0,0.0
521.0,1.0,58.8,-5.018867924528302,1.0,27.0
521.0,2.0,54.8,-4.988558218870635,0.0,160.0
522.0,0.0,50.0,-6.0,12.0,0.0
522.0,1.0,58.8,-4.618867924528302,1.0,21.0
522.0,2.0,55.400000000000006,-5.819409282700422,0.0,166.0
523.0,0.0,50.0,-6.0,11.0,0.0
523.0,1.0,58.900000000000006,-4.498319979322822,2.0,49.0
523.0,2.0,52.7,-6.0,0.0,138.0
524.0,0.0,50.0,-6.0,12.0,0.0
524.0,1.0,58.8,-4.67945205479452,1.0,74.0
524.0,2.0,50.1,-5.819920318725099,0.0,113.0
525.0,0.0,50.0,-6.0,13.0,0.0
525.0,1.0,58.7,-5.079452054794521,0.0,95.0
525.0,2.0,47.900000000000006,-5.240408123603148,0.0,92.0
526.0,0.0,50.0,-6.0,13.0,0.0
526.0,1.0,58.7,-5.47945205479452,0.0,111.0
526.0,2.0,46.3,-4.1689795521745765,0.0,76.0
527.0,0.0,50.0,-6.0,13.0,0.0
527.0,1.0,58.7,-5.879452054794521,0.0,87.0
527.0,2.0,48.7,-3.3371613703563945,0.0,100.0
528.0,0.0,50.0,-6.0,13.0,0.0
528.0,1.0,58.7,-6.0,0.0,62.0
528.0,2.0,51.2,-3.1593835925786173,0.0,125.0
529.0,0.0,50.0,-6.0,13.0,0.0
529.0,1.0,58.7,-6.0,0.0,51.0
529.0,2.0,52.3,-3.339463273853518,0.0,136.0
530.0,0.0,50.0,-6.0,13.0,0.0
530.0,1.0,58.7,-5.831818181818182,0.0,37.0
530.0,2.0,53.7,-3.9189754689754692,0.0,150.0
531.0,0.0,50.0,-6.0,12.0,0.0
531.0,1.0,58.8,-5.431818181818182,1.0,32.0
531.0,2.0,54.3,-4.99040404040404,0.0,155.0
532.0,0.0,50.0,-6.0,12.0,0.0
532.0,1.0,58.8,-5.031818181818182,1.0,25.0
532.0,2.0,55.0,-5.822222222222222,0.0,162.0
533.0,0.0,50.0,-6.0,12.0,0.0
533.0,1.0,58.8,-4.909465240641711,1.0,58.0
533.0,2.0,51.7,-6.0,0.0,129.0
534.0,0.0,50.0,-6.0,11.0,0.0
534.0,1.0,58.900000000000006,-4.909465240641711,1.0,84.0
534.0,2.0,49.3,-5.821459227467811,1.0,103.0
535.0,0.0,50.0,-6.0,11.0,0.0
535.0,1.0,58.900000000000006,-5.07764705882353,0.0,105.0
535.0,2.0,47.3,-4.9746507168295135,2.0,82.0
536.0,0.0,50.0,-6.0,11.0,0.0
536.0,1.0,58.900000000000006,-5.47764705882353,0.0,81.0
536.0,2.0,49.7,-4.137150716829513,2.0,106.0
537.0,0.0,50.0,-6.0,11.0,0.0
537.0,1.0,58.900000000000006,-5.87764705882353,0.0,60.0
537.0,2.0,51.8,-3.954872235816855,2.0,127.0
538.0,0.0,50.0,-6.0,12.0,0.0
538.0,1.0,58.8,-5.82429906542056,0.0,47.0
538.0,2.0,52.900000000000006,-3.954872235816855,1.0,140.0
539.0,0.0,50.0,-6.0,11.0,0.0
539.0,1.0,58.900000000000006,-5.424299065420561,0.0,37.0
539.0,2.0,54.10000000000001,-4.133413008349043,2.0,150.0
540.0,0.0,50.0,-6.0,11.0,0.0
540.0,1.0,58.900000000000006,-5.024299065420561,0.0,30.0
540.0,2.0,54.8,-4.980221518987341,2.0,157.0
541.0,0.0,50.0,-6.0,11.0,0.0
541.0,1.0,58.900000000000006,-4.62429906542056,0.0,26.0
541.0,2.0,55.2,-5.817721518987342,2.0,161.0
542.0,0.0,50.0,-6.0,11.0,0.0
542.0,1.0,58.900000000000006,-4.506117247238743,1.0,61.0
542.0,2.0,51.60000000000001,-6.0,1.0,126.0
543.0,0.0,50.0,-6.0,12.0,0.0
543.0,1.0,58.8,-4.681818181818182,1.0,95.0
543.0,2.0,48.0,-5.66392694063927,0.0,92.0
544.0,0.0,50.0,-6.0,12.0,0.0
544.0,1.0,58.8,-5.081818181818182,1.0,106.0
544.0,2.0,46.900000000000006,-4.58300208514794,0.0,81.0
545.0,0.0,50.0,-6.0,10.0,0.0
545.0,1.0,59.0,-5.481818181818182,3.0,87.0
545.0,2.0,49.0,-3.7354882729932433,0.0,100.0
546.0,0.0,50.0,-6.0,11.0,0.0
546.0,1.0,58.900000000000006,-5.881818181818182,2.0,72.0
546.0,2.0,50.400000000000006,-3.3354882729932434,0.0,115.0
547.0,0.0,50.0,-6.0,11.0,0.0
547.0,1.0,58.900000000000006,-6.0,2.0,60.0
547.0,2.0,51.60000000000001,-3.1454056283651446,0.0,127.0
548.0,0.0,50.0,-6.0,10.0,0.0
548.0,1.0,59.0,-6.0,2.0,50.0
548.0,2.0,52.8,-3.4814786877258754,1.0,137.0
549.0,0.0,50.0,-6.0,10.0,0.0
549.0,1.0,59.0,-5.826086956521739,2.0,38.0
549.0,2.0,54.0,-4.562403543217205,1.0,149.0
550.0,0.0,50.0,-6.0,11.0,0.0
550.0,1.0,58.900000000000006,-5.426086956521739,2.0,31.0
550.0,2.0,54.5,-5.409917355371901,0.0,156.0
551.0,0.0,50.0,-6.0,9.0,0.0
551.0,1.0,59.1,-5.026086956521739,2.0,24.0
551.0,2.0,55.6,-5.809917355371901,2.0,163.0
552.0,0.0,50.0,-6.0,9.0,0.0
552.0,1.0,59.1,-4.906546726636682,2.0,59.0
552.0,2.0,52.1,-6.0,2.0,128.0
553.0,0.0,50.0,-6.0,10.0,0.0
553.0,1.0,59.0,-4.906546726636682,1.0,85.0
553.0,2.0,49.4,-5.822222222222222,2.0,102.0
554.0,0.0,50.0,-6.0,10.0,0.0
554.0,1.0,59.0,-5.080459770114943,1.0,106.0
554.0,2.0,47.3,-4.978371954842543,2.0,81.0
555.0,0.0,50.0,-6.0,11.0,0.0
555.0,1.0,58.900000000000006,-5.480459770114942,1.0,86.0
555.0,2.0,49.10000000000001,-4.1297233061938945,1.0,101.0
556.0,0.0,50.0,-6.0,11.0,0.0
556.0,1.0,58.900000000000006,-5.880459770114943,1.0,69.0
556.0,2.0,50.8,-3.729723306193894,1.0,118.0
557.0,0.0,50.0,-6.0,11.0,0.0
557.0,1.0,58.900000000000006,-6.0,1.0,56.0
557.0,2.0,52.10000000000001,-3.5400818719309464,1.0,131.0
558.0,0.0,50.0,-6.0,11.0,0.0
558.0,1.0,58.900000000000006,-5.817142857142857,1.0,47.0
558.0,2.0,53.0,-3.717859649708724,1.0,140.0
559.0,0.0,50.0,-6.0,11.0,0.0
559.0,1.0,58.900000000000006,-5.417142857142857,1.0,37.0
559.0,2.0,54.0,-4.561709917088403,1.0,150.0
560.0,0.0,50.0,-6.0,12.0,0.0
560.0,1.0,58.8,-5.017142857142857,1.0,29.0
560.0,2.0,54.599999999999994,-5.410358565737051,0.0,158.0
561.0,0.0,50.0,-6.0,11.0,0.0
561.0,1.0,58.900000000000006,-4.875966386554621,2.0,53.0
561.0,2.0,52.3,-5.810358565737052,0.0,134.0
562.0,0.0,50.0,-6.0,11.0,0.0
562.0,1.0,58.900000000000006,-4.875966386554621,2.0,86.0
562.0,2.0,49.0,-5.828085106382979,0.0,101.0
563.0,0.0,50.0,-6.0,11.0,0.0
563.0,1.0,58.900000000000006,-5.0588235294117645,2.0,105.0
563.0,2.0,47.10000000000001,-4.97999767468899,0.0,82.0
564.0,0.0,50.0,-6.0,11.0,0.0
564.0,1.0,58.900000000000006,-5.458823529411765,2.0,84.0
564.0,2.0,49.2,-4.1367544314457465,0.0,103.0
565.0,0.0,50.0,-6.0,12.0,0.0
565.0,1.0,58.8,-5.858823529411764,1.0,63.0
565.0,2.0,51.2,-3.736754431445746,0.0,124.0
566.0,0.0,50.0,-6.0,11.0,0.0
566.0,1.0,58.900000000000006,-6.0,2.0,52.0
566.0,2.0,52.400000000000006,-3.5452486399399548,0.0,135.0
567.0,0.0,50.0,-6.0,12.0,0.0
567.0,1.0,58.8,-5.813861386138614,1.0,46.0
567.0,2.0,52.900000000000006,-3.717163533556976,0.0,141.0
568.0,0.0,50.0,-6.0,12.0,0.0
568.0,1.0,58.8,-5.413861386138614,1.0,33.0
568.0,2.0,54.2,-4.565250965250965,0.0,154.0
569.0,0.0,50.0,-6.0,10.0,0.0
569.0,1.0,59.0,-5.013861386138614,1.0,26.0
569.0,2.0,55.3,-5.408494208494209,2.0,161.0
570.0,0.0,50.0,-6.0,11.0,0.0
570.0,1.0,58.900000000000006,-4.883740904210903,1.0,55.0
570.0,2.0,52.2,-5.808494208494208,1.0,132.0
571.0,0.0,50.0,-6.0,11.0,0.0
571.0,1.0,58.900000000000006,-4.883740904210903,1.0,83.0
571.0,2.0,49.400000000000006,-5.823529411764706,1.0,104.0
572.0,0.0,50.0,-6.0,11.0,0.0
572.0,1.0,58.900000000000006,-5.069879518072289,2.0,99.0
572.0,2.0,47.7,-5.2411459920755865,0.0,88.0
573.0,0.0,50.0,-6.0,11.0,0.0
573.0,1.0,58.900000000000006,-5.469879518072289,1.0,114.0
573.0,2.0,46.3,-4.167071918001513,1.0,73.0
574.0,0.0,50.0,-6.0,11.0,0.0
574.0,1.0,58.900000000000006,-5.869879518072289,1.0,85.0
574.0,2.0,49.2,-3.3489928219563145,1.0,102.0
575.0,0.0,50.0,-6.0,13.0,0.0
575.0,1.0,58.7,-6.0,0.0,65.0
575.0,2.0,50.900000000000006,-2.9489928219563146,0.0,122.0
576.0,0.0,50.0,-6.0,13.0,0.0
576.0,1.0,58.7,-5.828070175438596,0.0,49.0
576.0,2.0,52.5,-2.937771102499301,0.0,138.0
577.0,0.0,50.0,-6.0,12.0,0.0
577.0,1.0,58.8,-5.428070175438597,1.0,34.0
577.0,2.0,54.099999999999994,-3.5201545221884203,0.0,153.0
578.0,0.0,50.0,-6.0,13.0,0.0
578.0,1.0,58.7,-5.028070175438597,0.0,26.0
578.0,2.0,54.8,-4.594228596262495,0.0,161.0
579.0,0.0,50.0,-6.0,13.0,0.0
579.0,1.0,58.7,-4.628070175438596,0.0,22.0
579.0,2.0,55.2,-5.412307692307692,0.0,165.0
580.0,0.0,50.0,-6.0,13.0,0.0
580.0,1.0,58.7,-4.509151256519678,0.0,52.0
580.0,2.0,52.2,-5.812307692307693,0.0,135.0
581.0,0.0,50.0,-6.0,13.0,0.0
581.0,1.0,58.7,-4.68108108108108,0.0,87.0
581.0,2.0,48.7,-5.829787234042553,0.0,100.0
582.0,0.0,50.0,-6.0,12.0,0.0
582.0,1.0,58.8,-5.081081081081081,0.0,112.0
582.0,2.0,46.400000000000006,-4.997969052224371,1.0,75.0
583.0,0.0,50.0,-6.0,11.0,0.0
583.0,1.0,58.900000000000006,-5.481081081081081,1.0,91.0
583.0,2.0,48.60000000000001,-4.158662693842868,1.0,96.0
584.0,0.0,50.0,-6.0,10.0,0.0
584.0,1.0,59.0,-5.8810810810810805,2.0,72.0
584.0,2.0,50.6,-3.7586626938428687,1.0,115.0
585.0,0.0,50.0,-6.0,10.0,0.0
585.0,1.0,59.0,-6.0,2.0,57.0
585.0,2.0,52.1,-3.5708084428307223,1.0,130.0
586.0,0.0,50.0,-6.0,11.0,0.0
586.0,1.0,58.900000000000006,-5.8336633663366335,1.0,41.0
586.0,2.0,53.60000000000001,-3.74102120878817,1.0,146.0
587.0,0.0,50.0,-6.0,11.0,0.0
587.0,1.0,58.900000000000006,-5.433663366336633,1.0,33.0
587.0,2.0,54.400000000000006,-4.572839390606352,1.0,154.0
588.0,0.0,50.0,-6.0,11.0,0.0
588.0,1.0,58.900000000000006,-5.033663366336634,1.0,25.0
588.0,2.0,55.2,-5.412145748987855,1.0,162.0
589.0,0.0,50.0,-6.0,11.0,0.0
589.0,1.0,58.900000000000006,-4.9168094337523645,1.0,62.0
589.0,2.0,51.5,-5.812145748987854,1.0,125.0
590.0,0.0,50.0,-6.0,12.0,0.0
590.0,1.0,58.8,-4.9168094337523645,1.0,88.0
590.0,2.0,48.7,-5.824,0.0,99.0
591.0,0.0,50.0,-6.0,12.0,0.0
591.0,1.0,58.8,-5.083146067415731,0.0,105.0
591.0,2.0,47.1,-4.967956043956044,1.0,82.0
592.0,0.0,50.0,-6.0,11.0,0.0
592.0,1.0,58.900000000000006,-5.48314606741573,1.0,92.0
592.0,2.0,48.5,-4.104268893118055,1.0,95.0
593.0,0.0,50.0,-6.0,11.0,0.0
593.0,1.0,58.900000000000006,-5.883146067415731,1.0,67.0
593.0,2.0,51.0,-3.704268893118055,1.0,120.0
594.0,0.0,50.0,-6.0,11.0,0.0
594.0,1.0,58.900000000000006,-6.0,2.0,56.0
594.0,2.0,52.0,-3.5122054010545627,0.0,131.0
595.0,0.0,50.0,-6.0,11.0,0.0
595.0,1.0,58.900000000000006,-6.0,2.0,48.0
595.0,2.0,52.8,-3.688205401054563,0.0,139.0
596.0,0.0,50.0,-6.0,9.0,0.0
596.0,1.0,59.1,-5.8197802197802195,3.0,38.0
596.0,2.0,54.1,-4.544249357098519,1.0,149.0
597.0,0.0,50.0,-6.0,10.0,0.0
597.0,1.0,59.0,-5.41978021978022,2.0,27.0
597.0,2.0,55.1,-5.407936507936507,1.0,160.0
598.0,0.0,50.0,-6.0,11.0,0.0
598.0,1.0,58.900000000000006,-5.01978021978022,1.0,22.0
598.0,2.0,55.5,-5.807936507936508,1.0,165.0
599.0,0.0,50.0,-6.0,11.0,0.0
599.0,1.0,58.900000000000006,-4.901831501831502,1.0,54.0
599.0,2.0,52.3,-6.0,1.0,133.0
600.0,0.0,50.0,-6.0,11.0,0.0
600.0,1.0,58.900000000000006,-4.901831501831502,0.0,76.0
600.0,2.0,50.2,-5.817004048582996,2.0,111.0
601.0,0.0,50.0,-6.0,11.0,0.0
601.0,1.0,58.900000000000006,-5.082051282051282,0.0,100.0
601.0,2.0,47.8,-5.240766424820619,2.0,87.0
602.0,0.0,50.0,-6.0,11.0,0.0
602.0,1.0,58.900000000000006,-5.482051282051282,1.0,119.0
602.0,2.0,45.8,-4.178741108364923,1.0,68.0
603.0,0.0,50.0,-6.0,10.0,0.0
603.0,1.0,59.0,-5.882051282051282,1.0,96.0
603.0,2.0,48.3,-3.1231855528093675,2.0,91.0
604.0,0.0,50.0,-6.0,10.0,0.0
604.0,1.0,59.0,-6.0,2.0,78.0
604.0,2.0,50.0,-2.539934321282274,1.0,109.0
605.0,0.0,50.0,-6.0,10.0,0.0
605.0,1.0,59.0,-6.0,2.0,66.0
605.0,2.0,51.2,-2.3229302726992787,1.0,121.0
606.0,0.0,50.0,-6.0,10.0,0.0
606.0,1.0,59.0,-6.0,3.0,52.0
606.0,2.0,52.5,-2.7092846279791645,0.0,135.0
607.0,0.0,50.0,-6.0,10.0,0.0
607.0,1.0,59.0,-5.815686274509804,3.0,44.0
607.0,2.0,53.3,-3.7713099444348606,0.0,143.0
608.0,0.0,50.0,-6.0,10.0,0.0
608.0,1.0,59.0,-5.415686274509804,3.0,32.0
608.0,2.0,54.5,-4.826865499990416,0.0,155.0
609.0,0.0,50.0,-6.0,12.0,0.0
609.0,1.0,58.8,-5.015686274509804,1.0,27.0
609.0,2.0,54.8,-5.41011673151751,0.0,160.0
610.0,0.0,50.0,-6.0,12.0,0.0
610.0,1.0,58.8,-4.880746515473659,1.0,54.0
610.0,2.0,52.099999999999994,-5.8101167315175095,0.0,133.0
611.0,0.0,50.0,-6.0,12.0,0.0
611.0,1.0,58.8,-4.880746515473659,1.0,78.0
611.0,2.0,49.7,-5.819834710743802,0.0,109.0
612.0,0.0,50.0,-6.0,12.0,0.0
612.0,1.0,58.8,-5.065060240963855,1.0,101.0
612.0,2.0,47.400000000000006,-5.243424454333545,0.0,86.0
613.0,0.0,50.0,-6.0,12.0,0.0
613.0,1.0,58.8,-5.465060240963855,1.0,116.0
613.0,2.0,45.900000000000006,-4.172086874715712,0.0,71.0
614.0,0.0,50.0,-6.0,12.0,0.0
614.0,1.0,58.8,-5.865060240963855,1.0,89.0
614.0,2.0,48.6,-3.351968531520445,0.0,98.0
615.0,0.0,50.0,-6.0,12.0,0.0
615.0,1.0,58.8,-6.0,1.0,65.0
615.0,2.0,51.0,-2.951968531520445,0.0,122.0
616.0,0.0,50.0,-6.0,12.0,0.0
616.0,1.0,58.8,-6.0,1.0,50.0
616.0,2.0,52.5,-2.9437168323596543,0.0,137.0
617.0,0.0,50.0,-6.0,12.0,0.0
617.0,1.0,58.8,-5.814736842105264,0.0,44.0
617.0,2.0,53.2,-3.520127088769911,1.0,143.0
618.0,0.0,50.0,-6.0,12.0,0.0
618.0,1.0,58.8,-5.414736842105263,0.0,30.0
618.0,2.0,54.599999999999994,-4.591464668387745,1.0,157.0
619.0,0.0,50.0,-6.0,12.0,0.0
619.0,1.0,58.8,-5.014736842105263,0.0,26.0
619.0,2.0,55.0,-5.411583011583011,1.0,161.0
620.0,0.0,50.0,-6.0,12.0,0.0
620.0,1.0,58.8,-4.8951966122202055,0.0,61.0
620.0,2.0,51.5,-5.811583011583012,1.0,126.0
621.0,0.0,50.0,-6.0,11.0,0.0
621.0,1.0,58.900000000000006,-4.8951966122202055,1.0,90.0
621.0,2.0,48.7,-5.825777777777778,1.0,97.0
622.0,0.0,50.0,-6.0,11.0,0.0
622.0,1.0,58.900000000000006,-5.080459770114943,1.0,107.0
622.0,2.0,47.0,-4.973263811297331,1.0,80.0
623.0,0.0,50.0,-6.0,11.0,0.0
623.0,1.0,58.900000000000006,-5.480459770114942,1.0,90.0
623.0,2.0,48.7,-4.120749844816883,1.0,97.0
624.0,0.0,50.0,-6.0,11.0,0.0
624.0,1.0,58.900000000000006,-5.880459770114943,1.0,65.0
624.0,2.0,51.2,-3.7207498448168836,1.0,122.0
625.0,0.0,50.0,-6.0,13.0,0.0
625.0,1.0,58.7,-5.83362831858407,0.0,47.0
625.0,2.0,52.7,-3.533677601470876,0.0,140.0
626.0,0.0,50.0,-6.0,12.0,0.0
626.0,1.0,58.8,-5.433628318584071,0.0,38.0
626.0,2.0,53.8,-3.7078998236930985,1.0,149.0
627.0,0.0,50.0,-6.0,12.0,0.0
627.0,1.0,58.8,-5.0336283185840704,0.0,28.0
627.0,2.0,54.8,-4.560413790173546,1.0,159.0
628.0,0.0,50.0,-6.0,11.0,0.0
628.0,1.0,58.900000000000006,-4.633628318584071,1.0,25.0
628.0,2.0,55.2,-5.412927756653993,1.0,162.0
629.0,0.0,50.0,-6.0,10.0,0.0
629.0,1.0,59.0,-4.496786213320912,2.0,48.0
629.0,2.0,53.0,-5.812927756653993,1.0,139.0
630.0,0.0,50.0,-6.0,10.0,0.0
630.0,1.0,59.0,-4.663157894736843,1.0,77.0
630.0,2.0,50.2,-5.822222222222222,2.0,110.0
631.0,0.0,50.0,-6.0,11.0,0.0
631.0,1.0,58.900000000000006,-5.063157894736842,1.0,100.0
631.0,2.0,47.7,-5.246222222222222,1.0,87.0
632.0,0.0,50.0,-6.0,11.0,0.0
632.0,1.0,58.900000000000006,-5.463157894736843,1.0,117.0
632.0,2.0,46.0,-4.178297693920336,1.0,70.0
633.0,0.0,50.0,-6.0,11.0,0.0
633.0,1.0,58.900000000000006,-5.863157894736842,2.0,100.0
633.0,2.0,47.60000000000001,-3.1086774407557782,0.0,87.0
634.0,0.0,50.0,-6.0,11.0,0.0
634.0,1.0,58.900000000000006,-6.0,2.0,75.0
634.0,2.0,50.10000000000001,-2.533803068896482,0.0,112.0
635.0,0.0,50.0,-6.0,10.0,0.0
635.0,1.0,59.0,-6.0,3.0,62.0
635.0,2.0,51.5,-2.522551310809281,0.0,125.0
636.0,0.0,50.0,-6.0,10.0,0.0
636.0,1.0,59.0,-5.832142857142857,3.0,44.0
636.0,2.0,53.3,-3.098551310809281,0.0,143.0
637.0,0.0,50.0,-6.0,10.0,0.0
637.0,1.0,59.0,-5.432142857142857,3.0,37.0
637.0,2.0,54.0,-4.166475839111167,0.0,150.0
638.0,0.0,50.0,-6.0,10.0,0.0
638.0,1.0,59.0,-5.032142857142857,3.0,33.0
638.0,2.0,54.4,-5.236096092275725,0.0,154.0
639.0,0.0,50.0,-6.0,10.0,0.0
639.0,1.0,59.0,-4.882142857142857,3.0,57.0
639.0,2.0,52.0,-5.810970464135021,0.0,130.0
640.0,0.0,50.0,-6.0,11.0,0.0
640.0,1.0,58.900000000000006,-4.882142857142857,2.0,76.0
640.0,2.0,50.0,-5.8157676348547716,0.0,111.0
641.0,0.0,50.0,-6.0,11.0,0.0
641.0,1.0,58.900000000000006,-5.05,2.0,92.0
641.0,2.0,48.400000000000006,-5.415767634854772,0.0,95.0
642.0,0.0,50.0,-6.0,12.0,0.0
642.0,1.0,58.8,-5.45,1.0,109.0
642.0,2.0,46.6,-4.56490058283165,0.0,78.0
643.0,0.0,50.0,-6.0,12.0,0.0
643.0,1.0,58.8,-5.85,1.0,85.0
643.0,2.0,49.0,-3.7315672494983168,0.0,102.0
644.0,0.0,50.0,-6.0,12.0,0.0
644.0,1.0,58.8,-6.0,1.0,67.0
644.0,2.0,50.8,-3.3315672494983177,0.0,120.0
645.0,0.0,50.0,-6.0,11.0,0.0
645.0,1.0,58.900000000000006,-6.0,1.0,56.0
645.0,2.0,52.10000000000001,-3.3253234241673555,1.0,131.0
646.0,0.0,50.0,-6.0,11.0,0.0
646.0,1.0,58.900000000000006,-5.819230769230769,1.0,46.0
646.0,2.0,53.10000000000001,-3.7253234241673545,1.0,141.0
647.0,0.0,50.0,-6.0,11.0,0.0
647.0,1.0,58.900000000000006,-5.4192307692307695,1.0,36.0
647.0,2.0,54.10000000000001,-4.576190476190476,1.0,151.0
648.0,0.0,50.0,-6.0,11.0,0.0
648.0,1.0,58.900000000000006,-5.019230769230769,2.0,28.0
648.0,2.0,54.8,-5.40952380952381,0.0,159.0
649.0,0.0,50.0,-6.0,10.0,0.0
649.0,1.0,59.0,-4.896781789638933,3.0,65.0
649.0,2.0,51.2,-5.635858329096763,0.0,122.0
650.0,0.0,50.0,-6.0,10.0,0.0
650.0,1.0,59.0,-4.896781789638933,2.0,94.0
650.0,2.0,48.4,-5.252260445498879,1.0,93.0
651.0,0.0,50.0,-6.0,9.0,0.0
651.0,1.0,59.1,-5.077551020408164,2.0,114.0
651.0,2.0,46.6,-4.185988256149767,2.0,73.0
652.0,0.0,50.0,-6.0,10.0,0.0
652.0,1.0,59.0,-5.477551020408163,2.0,91.0
652.0,2.0,48.7,-3.3499417445218596,1.0,96.0
653.0,0.0,50.0,-6.0,11.0,0.0
653.0,1.0,58.900000000000006,-5.877551020408164,1.0,77.0
653.0,2.0,50.0,-2.94994174452186,1.0,110.0
654.0,0.0,50.0,-6.0,11.0,0.0
654.0,1.0,58.900000000000006,-6.0,1.0,63.0
654.0,2.0,51.400000000000006,-2.935471631728568,1.0,124.0
655.0,0.0,50.0,-6.0,11.0,0.0
655.0,1.0,58.900000000000006,-5.826548672566372,1.0,48.0
655.0,2.0,52.900000000000006,-3.509545705802642,1.0,139.0
656.0,0.0,50.0,-6.0,11.0,0.0
656.0,1.0,58.900000000000006,-5.426548672566372,1.0,40.0
656.0,2.0,53.7,-4.575817895151754,1.0,147.0
657.0,0.0,50.0,-6.0,12.0,0.0
657.0,1.0,58.8,-5.026548672566372,1.0,33.0
657.0,2.0,54.2,-5.411864406779661,0.0,154.0
658.0,0.0,50.0,-6.0,12.0,0.0
658.0,1.0,58.8,-4.887773162362291,1.0,63.0
658.0,2.0,51.2,-5.633447140592611,0.0,124.0
659.0,0.0,50.0,-6.0,12.0,0.0
659.0,1.0,58.8,-4.88777316236229,1.0,80.0
659.0,2.0,49.5,-5.42158273381295,0.0,107.0
660.0,0.0,50.0,-6.0,12.0,0.0
660.0,1.0,58.8,-5.061224489795919,1.0,101.0
660.0,2.0,47.400000000000006,-4.843344391844038,0.0,86.0
661.0,0.0,50.0,-6.0,12.0,0.0
661.0,1.0,58.8,-5.461224489795919,1.0,80.0
661.0,2.0,49.5,-4.265106049875126,0.0,107.0
662.0,0.0,50.0,-6.0,12.0,0.0
662.0,1.0,58.8,-5.8612244897959185,1.0,61.0
662.0,2.0,51.400000000000006,-4.081415062750662,0.0,126.0
663.0,0.0,50.0,-6.0,11.0,0.0
663.0,1.0,58.900000000000006,-6.0,2.0,49.0
663.0,2.0,52.7,-4.259832328937713,0.0,138.0
664.0,0.0,50.0,-6.0,12.0,0.0
664.0,1.0,58.8,-5.824175824175824,1.0,39.0
664.0,2.0,53.599999999999994,-4.659832328937712,0.0,148.0
665.0,0.0,50.0,-6.0,12.0,0.0
665.0,1.0,58.8,-5.4241758241758244,1.0,34.0
665.0,2.0,54.099999999999994,-5.238070670906625,0.0,153.0
666.0,0.0,50.0,-6.0,11.0,0.0
666.0,1.0,58.900000000000006,-5.024175824175824,2.0,29.0
